Age,Student,not_student,study_level,studies,adhd_yes,adhd_no,-2_distract,-1_distract,0_distract,1_distract,2_distract,-2_daydream,-1_daydream,0_daydream,1_daydream,2_daydream,-2_concentrate,-1_concentrate,0_concentrate,1_concentrate,2_concentrate,-2_feedback,-1_feedback,0_feedback,1_feedback,2_feedback,1_alert,2_alert,3_alert,4_alert,5_alert,6_alert,7_alert,8_alert,9_alert,10_alert,fdb_acc,fdb_help,Native_language,video1,video2,video3
,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,3.0,,F_vibr,F_visual,NF
