EI_online,EI_offline,order,participant
26,17.00213728276383,2,3
21,13.317576882158082,2,3
16,11.407365966640242,2,3
18,10.173096001971391,2,3
22,10.638959236031125,2,3
16,24.16259248499144,2,3
29,23.713145379958565,2,3
19,22.722702949680905,2,3
17,18.680130045575005,2,3
16,21.34166550311297,2,3
22,22.023627902606222,2,3
16,23.280948083855662,2,3
35,22.440389492615004,2,3
40,22.58136628099361,2,3
53,17.54147091102667,2,3
42,17.128155641799026,2,3
42,18.544756841928464,2,3
53,19.72978481485448,2,3
34,15.73223262143442,2,3
27,15.453879738898838,2,3
28,14.697894446538998,2,3
35,15.603060220139318,2,3
28,17.519565826956043,2,3
28,16.9023599523844,2,3
28,13.111477318894718,2,3
22,9.769187312884569,2,3
16,28.108816008963327,2,3
25,26.788325440538618,2,3
25,26.383296884398245,2,3
31,27.412299633098357,2,3
30,22.100808042743296,2,3
39,20.22094229975164,2,3
27,17.07416393164996,2,3
21,15.628086115932337,2,3
16,19.71270860757204,2,3
32,28.838066338719624,2,3
46,26.788249155765758,2,3
38,24.722283222343393,2,3
37,26.357914479644474,2,3
29,23.55312855640888,2,3
24,18.532133527725346,2,3
22,15.708890981883366,2,3
17,14.314844796353658,2,3
17,9.565007275457248,2,3
11,9.392296924121208,2,3
20,5.946889001500877,2,3
8,3.6573845281775417,2,3
6,2.3459814008199653,2,3
6,2.9283824830997918,2,3
7,2.1989098484635146,2,3
5,3.0005946278855995,2,3
8,3.845867358652768,2,3
5,5.520144667799003,2,3
12,5.945031784536821,2,3
13,4.180559772410945,2,3
15,4.200679328393657,2,3
13,3.0318608153142033,2,3
19,2.799416587175865,2,3
14,5.250558542536418,2,3
21,6.302068413658884,2,3
15,8.050645997039904,2,3
13,8.424712312149476,2,3
14,6.769936059706853,2,3
15,6.717733606754287,2,3
16,5.227392790965232,2,3
12,4.147098385206146,2,3
8,1.5644140694319242,2,3
9,7.0692650735670215,2,3
7,4.345876010686888,2,3
9,4.039929420247466,2,3
11,4.944196041470283,2,3
11,8.93731003157374,2,3
14,8.818195166389128,2,3
12,8.790807507193495,2,3
10,4.998594657591496,2,3
9,4.398709560902577,2,3
9,3.765018249502005,2,3
15,19.447115663071358,2,3
9,16.001311231042884,2,3
7,14.021785757099273,2,3
7,13.399555700940388,2,3
9,11.802919316026047,2,3
5,9.560793388136483,2,3
4,11.266814780702488,2,3
6,11.24093914939744,2,3
3,9.309580089304987,2,3
5,6.923450986337616,2,3
7,6.6793126801627,2,3
6,13.837939725664564,2,3
16,12.217219202966637,2,3
8,15.518921457852905,2,3
9,17.61793692456379,2,3
11,17.083701804750575,2,3
10,17.439322852103878,2,3
11,16.19315844935599,2,3
9,12.221404925396163,2,3
15,11.587822586266759,2,3
13,11.195267792035219,2,3
14,11.002286084842991,2,3
14,9.019282355978158,2,3
13,8.429254525447586,2,3
17,9.514600466560607,2,3
20,17.24687768328302,2,3
36,12.63011334525589,2,3
32,9.540144888196151,2,3
29,9.150450995213252,2,3
40,7.4859876115861885,2,3
27,8.522725849040222,2,3
31,12.74130478464071,2,3
44,13.388142840725964,2,3
37,13.860019182320361,2,3
35,17.874838800840887,2,3
40,17.81236255924394,2,3
28,13.552423091633797,2,3
38,11.692366212010558,2,3
27,9.88185082105043,2,3
26,13.674789587515052,2,3
25,10.42239206339402,2,3
19,7.404987805773514,2,3
19,7.142395432076924,2,3
18,11.93370471630637,2,3
17,14.272247000892799,2,3
18,11.537608053630446,2,3
12,13.047372388993,2,3
21,16.802090487217054,2,3
22,15.585360910000915,2,3
31,20.411279686713897,2,3
23,15.149510558892903,2,3
19,11.689147354858063,2,3
19,10.665337073737193,2,3
20,9.02873411664735,2,3
17,10.840517231803421,2,3
14,10.293805387864454,2,3
12,9.183052994547818,2,3
11,13.886973356156055,2,3
13,23.271813568959328,2,3
17,20.655250989374405,2,3
16,23.72239612040913,2,3
13,18.973172498640697,2,3
15,21.27086593450038,2,3
19,19.49321420063565,2,3
17,20.073109316447493,2,3
17,16.640019458315685,2,3
16,14.088760580377665,2,3
14,12.765552401589671,2,3
13,18.08140594082164,2,3
18,13.520529471464702,2,3
14,13.560942983138618,2,3
30,15.399995913103215,2,3
38,18.702866533701993,2,3
36,27.44851658603233,2,3
36,25.250740350048613,2,3
49,20.371727194719956,2,3
28,16.502042250063553,2,3
40,22.331853723932188,2,3
44,21.198541022238466,2,3
40,15.784131993766263,2,3
31,17.528382524817463,2,3
37,15.824382380649038,2,3
53,13.659697243301814,2,3
31,16.535682165132588,2,3
29,15.390942759042872,2,3
29,13.120942555320886,2,3
42,16.057826356620705,2,3
43,18.053433324249742,2,3
39,20.105267762210588,2,3
42,19.93693997809008,2,3
44,19.941032285628545,2,3
36,24.969124945286968,2,3
34,22.799676241098844,2,3
30,21.115122312479517,2,3
23,18.649321468190927,2,3
24,15.954347190054044,2,3
21,17.39342155857287,2,3
25,17.393360100528486,2,3
21,17.790478562227726,2,3
25,16.75144082008199,2,3
19,16.35287564094084,2,3
18,13.845112328252046,2,3
11,12.378907570849787,2,3
15,13.254096113674638,2,3
38,14.088408035399816,3,3
29,23.437735639323716,3,3
28,17.97283402861814,3,3
25,18.017683111694954,3,3
30,22.555675213998267,3,3
22,19.849878265343417,3,3
32,17.978210458311782,3,3
21,13.471377841910664,3,3
22,13.341102001828858,3,3
37,16.20208097501888,3,3
30,11.819315204325227,3,3
23,10.59533645010879,3,3
20,12.817930120632898,3,3
19,11.038745523289165,3,3
21,8.779361457067616,3,3
13,5.440973855575834,3,3
10,5.383355907311054,3,3
8,8.338295577092412,3,3
11,10.22608104067489,3,3
6,8.975091021707351,3,3
14,10.052633857604327,3,3
11,7.7772202011023195,3,3
8,10.280556520315914,3,3
12,11.217263739132465,3,3
18,26.286325406019685,3,3
15,22.136077054271613,3,3
24,21.385114210444716,3,3
18,19.917917176581863,3,3
25,16.876758774376707,3,3
18,15.044319011472474,3,3
34,17.100067310067836,3,3
49,17.438667261325197,3,3
39,16.48405856347955,3,3
36,18.379261850926756,3,3
36,16.832666392529045,3,3
25,12.504788685768858,3,3
26,9.939558831901826,3,3
18,6.656671626490722,3,3
18,10.864690073325892,3,3
17,17.8379865780471,3,3
14,17.597544471089147,3,3
11,12.730093024791975,3,3
9,11.486532773822038,3,3
8,8.94588530601816,3,3
5,9.600704918860774,3,3
2,8.538859743768521,3,3
7,9.905567506748302,3,3
6,10.42806690078418,3,3
19,14.546985656256489,3,3
35,17.945081736587557,3,3
28,16.03935229623011,3,3
26,13.342325397212468,3,3
34,15.29322211189354,3,3
21,16.622969708710894,3,3
40,15.454548367557178,3,3
29,15.203693609536002,3,3
23,10.949815099748736,3,3
25,13.267100665778496,3,3
25,12.654768241588044,3,3
22,8.791329638022376,3,3
20,8.165436563742649,3,3
22,11.813548515713492,3,3
23,12.284406103866786,3,3
22,12.55890856183619,3,3
24,13.544210731223203,3,3
29,13.955178646934538,3,3
26,15.610252634428884,3,3
34,17.548394374834395,3,3
31,16.359235643251484,3,3
27,15.114386851319841,3,3
29,10.587072107918544,3,3
22,9.648553369331724,3,3
25,9.33309981313228,3,3
39,21.97306092842122,3,3
23,18.487474194084573,3,3
36,17.379425517275024,3,3
26,21.915919605230645,3,3
42,21.568431067117157,3,3
43,17.966512923863878,3,3
40,16.66718030097036,3,3
34,13.22485174846529,3,3
40,10.787954636121203,3,3
31,10.312505987217138,3,3
26,9.761801858563905,3,3
26,11.929543187012547,3,3
31,10.673535759643304,3,3
23,9.934777109405875,3,3
20,8.857513796806979,3,3
17,7.861251550236263,3,3
19,8.385409759349862,3,3
14,5.636204865512912,3,3
19,7.981865990599034,3,3
18,8.44797037102479,3,3
27,8.333551501506497,3,3
19,7.752401809089288,3,3
35,10.050920876893219,3,3
20,15.545719050493698,3,3
23,16.410028329278855,3,3
19,15.244719529814589,3,3
25,17.395223265740707,3,3
18,14.7498551569332,3,3
24,10.544352526117969,3,3
22,7.75349708273355,3,3
26,10.508015021213058,3,3
23,10.454897387930082,3,3
20,13.955284653162185,3,3
20,11.715793118690119,3,3
20,11.723822408356984,3,3
20,10.483511473529191,3,3
15,8.038885022572586,3,3
41,16.092028697097067,3,3
13,15.692199431307694,3,3
21,17.809749178092325,3,3
26,22.551665928500597,3,3
25,19.31120913703322,3,3
29,15.824814146058408,3,3
25,14.09677959768616,3,3
22,15.265589901127935,3,3
22,12.692204943706054,3,3
25,17.012065757877366,3,3
30,14.99194983100487,3,3
35,17.244008252124146,3,3
27,18.122835563965783,3,3
36,16.882819150540794,3,3
32,15.48982339329008,3,3
27,17.043282936354043,3,3
29,18.651127718690894,3,3
26,21.850411704618782,3,3
27,17.71438165669711,3,3
23,15.561391135785103,3,3
22,15.047342043052206,3,3
26,12.889539744011882,3,3
18,10.81024964867031,3,3
15,9.452209697344637,3,3
16,11.53722257534417,3,3
19,12.634637402142806,3,3
20,13.080618201965802,3,3
21,14.966734450333652,3,3
19,12.002639791434898,3,3
21,14.935168076928168,3,3
19,16.39540392943958,3,3
19,14.239045371677852,3,3
18,11.726475864543827,3,3
19,15.47075965605754,3,3
29,18.82198551405352,3,3
17,26.52488159321516,3,3
25,35.93124515094157,3,3
28,33.80789667576834,3,3
25,29.512123532850726,3,3
25,24.641622766244705,3,3
32,22.761022305635105,3,3
26,26.371791425945325,3,3
26,25.249146421613823,3,3
25,33.00859028197707,3,3
23,32.86243770025633,3,3
25,28.191833619427097,3,3
21,24.359835024765843,3,3
17,19.110767543574752,3,3
20,17.24888736149019,3,3
14,18.812460793026926,3,3
15,13.587391652510197,3,3
23,10.548278801334371,3,3
26,9.261942392941377,3,3
24,7.998356418654444,3,3
24,6.789358335528141,3,3
25,12.543509062606711,3,3
23,14.013179435739334,3,3
39,18.130185223423712,3,3
23,18.86867755256209,3,3
31,18.73296385435382,3,3
24,20.955267231908024,3,3
20,18.266138803355915,3,3
39,19.811866013773884,3,3
24,21.972754044713486,3,3
23,22.675737459600363,3,3
22,20.90097017239605,3,3
23,18.391212440528626,3,3
27,18.09055724783402,3,3
26,15.745310578516264,3,3
26,14.349565897463659,3,3
25,15.202832819080683,3,3
34,13.802689652072722,3,3
27,15.997824739589758,3,3
22,13.864706354524788,3,3
27,16.032185944587646,3,3
20,15.224207981405616,3,3
30,20.833040277349106,3,3
23,20.50702707628334,3,3
21,19.536941312843695,3,3
19,15.9143903488636,3,3
15,12.0918228862976,3,3
12,12.351658607551943,3,3
9,11.275597404370771,3,3
13,11.466970420656452,3,3
12,12.45527202446138,3,3
12,11.184330179878856,3,3
13,18.551673379925916,3,3
15,17.278017183042664,3,3
16,18.171038604008874,3,3
21,21.30027205390514,3,3
19,23.640568934545264,3,3
22,22.132766556004896,3,3
24,21.81621016574712,3,3
17,17.934102187130925,3,3
24,17.369414171082866,3,3
33,19.82834062767827,3,3
28,18.175326282130435,3,3
23,16.130318071657065,3,3
