Age,Student,not_student,study_level,studies,adhd_yes,adhd_no,-2_distract,-1_distract,0_distract,1_distract,2_distract,-2_daydream,-1_daydream,0_daydream,1_daydream,2_daydream,-2_concentrate,-1_concentrate,0_concentrate,1_concentrate,2_concentrate,-2_feedback,-1_feedback,0_feedback,1_feedback,2_feedback,attention_1,attention_2,attention_3,attention_4,attention_5,attention_6,attention_7,attention_8,attention_9,attention_10,fdb_acc,fdb_help,Native_language,video1,video2,video3
,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,3.0,,F,F,F
